patient_id,total_logins_30_days,avg_session_duration_minutes,reminder_response_rate,medicine_searches,chat_interactions,reminder_snooze_rate
P02530,60,2.1,0.98,0,12,0.06
P02531,26,8.9,0.52,8,3,0.18
P02532,89,14.2,0.96,9,7,0.17
P02533,48,3.4,0.93,6,9,0.2
P02534,22,2.3,0.97,2,8,0.09
P02535,20,4.4,0.95,10,2,0.28
P02536,30,8.6,0.38,10,15,0.25
P02537,12,6.3,0.69,1,3,0.34
P02538,37,14.4,0.63,9,8,0.26
P02539,80,4.7,0.85,7,2,0.13
P02540,35,11.2,0.95,2,7,0.21
P02541,7,6.5,0.45,7,11,0.11
P02542,87,8.4,0.86,0,9,0.31
P02543,38,11.5,0.91,7,2,0.27
P02544,56,13.2,0.91,0,10,0.07
P02545,21,9.9,0.62,6,11,0.3
P02546,35,11.8,0.96,0,5,0.08
P02547,40,11.7,0.43,7,1,0.29
P02548,21,2.5,0.87,10,12,0.28
P02549,77,3.4,0.85,4,15,0.12
P02550,26,8.8,0.92,4,15,0.33
P02551,79,6.0,0.89,1,1,0.21
P02552,21,5.7,0.32,3,2,0.26
P02553,15,13.8,0.51,5,15,0.14
P02554,56,9.4,0.95,3,5,0.2
P02555,26,3.0,0.91,8,8,0.22
P02556,20,5.9,0.53,9,9,0.29
P02557,20,10.6,0.64,6,0,0.16
P02558,12,5.6,0.48,6,15,0.2
P02559,32,12.4,0.3,10,6,0.36
P02560,49,13.9,0.98,4,9,0.38
P02561,20,10.8,0.91,10,1,0.2
P02562,65,5.9,0.91,5,8,0.26
P02563,32,10.9,0.42,8,11,0.34
P02564,30,10.4,0.6,1,0,0.26
P02565,36,14.2,0.41,4,8,0.19
P02566,24,12.9,0.93,3,13,0.31
P02567,17,6.6,0.31,6,0,0.16
P02568,21,2.8,0.43,9,9,0.32
P02569,85,11.1,0.97,5,2,0.34
P02570,32,14.0,0.89,9,3,0.2
P02571,77,10.9,0.95,2,3,0.09
P02572,28,13.8,0.57,10,13,0.07
P02573,24,11.0,0.55,8,3,0.06
P02574,18,11.5,0.58,5,0,0.34
P02575,47,5.1,0.95,4,8,0.14
P02576,24,13.0,0.92,10,11,0.32
P02577,5,11.5,0.36,1,10,0.18
P02578,64,3.0,0.94,3,1,0.17
P02579,34,12.4,0.41,3,12,0.23
P02580,32,2.2,0.6,7,6,0.38
P02581,29,14.2,0.88,1,1,0.29
P02582,32,4.4,0.67,8,12,0.24
P02583,33,15.0,0.54,5,1,0.17
P02584,24,15.0,0.42,1,5,0.2
P02585,9,10.1,0.41,7,0,0.33
P02586,17,5.0,0.6,4,4,0.11
P02587,19,7.6,0.52,0,2,0.21
P02588,20,13.9,0.64,4,2,0.21
P02589,26,14.6,0.54,6,1,0.26
P02590,72,13.9,0.86,6,2,0.19
P02591,31,11.4,0.53,8,4,0.32
P02592,39,4.0,0.46,9,13,0.06
P02593,12,7.8,0.61,4,11,0.33
P02594,28,6.2,0.6,10,14,0.06
P02595,65,13.9,0.89,6,1,0.38
P02596,23,5.7,0.68,7,7,0.08
P02597,6,3.9,0.65,5,9,0.38
P02598,12,6.1,0.45,1,0,0.23
P02599,33,4.3,0.31,4,14,0.21
P02600,33,8.3,0.35,10,5,0.36
P02601,33,3.0,0.59,1,6,0.17
P02602,29,2.1,0.88,8,5,0.17
P02603,5,3.1,0.57,0,1,0.37
P02604,21,10.5,0.39,0,4,0.33
P02605,19,10.4,0.67,8,8,0.12
P02606,13,14.8,0.68,0,5,0.22
P02607,29,3.9,0.3,4,9,0.06
P02608,9,12.3,0.43,9,4,0.28
P02609,10,14.7,0.5,3,9,0.19
P02610,23,9.8,0.87,0,7,0.06
P02611,31,7.7,0.39,3,5,0.16
P02612,24,13.8,0.48,6,4,0.35
P02613,51,10.3,0.96,2,3,0.11
P02614,30,8.8,0.87,4,7,0.4
P02615,32,8.3,0.36,0,11,0.07
P02616,29,8.1,0.67,4,9,0.34
P02617,22,13.4,0.39,10,13,0.29
P02618,5,11.6,0.58,6,13,0.2
P02619,33,9.7,0.66,9,12,0.13
P02620,89,13.9,0.93,2,5,0.26
P02621,67,10.6,0.86,4,3,0.29
P02622,21,12.9,0.7,7,5,0.33
P02623,5,14.6,0.69,8,12,0.23
P02624,14,8.7,0.38,4,13,0.08
P02625,20,12.6,0.61,3,14,0.1
P02626,17,12.5,0.65,3,14,0.31
P02627,16,12.5,0.68,8,6,0.19
P02628,23,14.3,0.92,1,14,0.08
P02629,31,14.8,0.67,3,15,0.15
P02630,23,12.3,0.98,4,2,0.08
P02631,35,2.4,0.51,10,3,0.24
P02632,25,11.5,0.9,2,7,0.13
P02633,52,5.8,0.94,4,6,0.25
P02634,59,4.5,0.91,9,11,0.35
P02635,23,13.7,0.61,9,11,0.32
P02636,23,12.8,0.63,10,13,0.14
P02637,53,11.1,0.89,8,4,0.17
P02638,32,12.1,0.35,1,5,0.14
P02639,82,7.9,0.95,7,12,0.11
P02640,21,9.9,0.44,5,3,0.25
P02641,13,12.8,0.47,7,12,0.11
P02642,24,4.8,0.3,2,10,0.28
P02643,24,8.2,0.87,3,12,0.06
P02644,46,13.0,0.91,3,2,0.14
P02645,60,6.2,0.87,6,4,0.27
P02646,11,7.4,0.68,0,4,0.2
P02647,31,8.5,0.38,9,0,0.24
P02648,36,2.1,0.65,4,13,0.07
P02649,33,9.0,0.87,5,4,0.06
P02650,27,2.3,0.47,2,12,0.27
P02651,9,13.8,0.66,6,8,0.35
P02652,9,11.7,0.66,3,6,0.3
P02653,26,9.4,0.5,6,14,0.16
P02654,37,10.5,0.56,4,2,0.1
P02655,16,2.4,0.59,10,11,0.22
P02656,9,11.9,0.59,8,1,0.31
P02657,21,7.8,0.95,3,3,0.35
P02658,23,9.4,0.51,6,15,0.28
P02659,40,10.4,0.48,0,2,0.1
P02660,19,13.3,0.65,3,0,0.19
P02661,31,9.0,0.52,9,0,0.28
P02662,9,2.3,0.4,9,0,0.24
P02663,37,3.0,0.62,0,13,0.31
P02664,36,8.8,0.45,7,9,0.31
P02665,30,10.9,0.52,9,4,0.21
P02666,33,14.6,0.56,3,3,0.21
P02667,34,6.5,0.59,9,14,0.19
P02668,33,10.0,0.47,8,15,0.37
P02669,5,8.4,0.31,10,7,0.28
P02670,88,14.6,0.89,10,2,0.36
P02671,15,2.3,0.68,10,7,0.2
P02672,20,3.7,0.65,9,0,0.34
P02673,22,7.7,0.68,0,4,0.3
P02674,7,6.1,0.52,0,3,0.32
P02675,87,11.4,0.91,8,14,0.15
P02676,19,2.7,0.67,1,1,0.08
P02677,57,7.0,0.94,6,6,0.16
P02678,65,10.9,0.92,7,0,0.19
P02679,12,14.2,0.54,4,4,0.3
P02680,44,3.3,0.92,5,6,0.22
P02681,19,9.2,0.41,8,2,0.34
P02682,36,4.7,0.93,0,13,0.21
P02683,53,10.1,0.88,2,8,0.26
P02684,80,2.3,0.97,5,8,0.29
P02685,13,2.2,0.57,5,7,0.33
P02686,79,5.2,0.95,0,13,0.38
P02687,13,10.7,0.62,5,12,0.14
P02688,26,12.8,0.92,3,13,0.26
P02689,12,5.9,0.53,3,11,0.09
P02690,9,10.7,0.64,10,1,0.17
P02691,23,4.1,0.6,10,2,0.19
P02692,84,4.5,0.9,2,8,0.39
P02693,13,11.0,0.36,6,12,0.23
P02694,43,10.1,0.87,2,7,0.19
P02695,11,4.0,0.31,5,14,0.38
P02696,20,14.3,0.56,9,11,0.24
P02697,34,12.6,0.88,8,8,0.14
P02698,65,3.6,0.98,7,2,0.13
P02699,20,8.4,0.64,2,10,0.25
P02700,63,8.3,0.97,7,6,0.33
P02701,12,13.0,0.64,0,5,0.31
P02702,41,7.0,0.92,10,12,0.18
P02703,8,6.4,0.3,3,9,0.39
P02704,15,13.4,0.32,9,13,0.23
P02705,10,9.5,0.39,5,9,0.2
P02706,31,4.7,0.63,5,6,0.18
P02707,24,7.1,0.39,5,11,0.33
P02708,35,9.3,0.66,3,5,0.39
P02709,15,6.8,0.5,10,13,0.3
P02710,10,10.8,0.62,2,7,0.14
P02711,75,8.7,0.96,1,9,0.08
P02712,14,10.0,0.68,10,14,0.39
P02713,46,5.3,0.97,3,3,0.06
P02714,73,6.1,0.97,2,2,0.37
P02715,14,13.1,0.57,3,10,0.34
P02716,5,7.6,0.57,1,12,0.39
P02717,38,11.6,0.56,0,6,0.12
P02718,57,14.0,0.91,9,7,0.08
P02719,9,7.9,0.53,10,3,0.14
P02720,18,11.3,0.64,6,4,0.26
P02721,25,4.7,0.39,1,13,0.21
P02722,36,13.4,0.66,2,4,0.34
P02723,19,7.7,0.45,1,1,0.08
P02724,27,6.9,0.55,0,12,0.06
P02725,63,12.9,0.87,10,4,0.09
P02726,13,13.6,0.4,6,12,0.33
P02727,58,4.3,0.89,3,7,0.07
P02728,49,3.4,0.97,9,6,0.38
P02729,34,8.9,0.51,8,5,0.11
P02730,24,6.6,0.94,6,11,0.17
P02731,29,5.9,0.57,0,9,0.13
P02732,15,7.4,0.32,0,7,0.08
P02733,9,8.8,0.38,0,10,0.28
P02734,29,13.9,0.69,2,13,0.13
P02735,10,15.0,0.7,2,9,0.19
P02736,33,14.9,0.94,7,11,0.36
P02737,9,6.3,0.32,8,8,0.3
P02738,12,6.3,0.49,9,3,0.11
P02739,23,10.8,0.37,2,8,0.09
P02740,39,3.8,0.56,0,9,0.32
P02741,30,2.8,0.59,8,7,0.35
P02742,21,6.9,0.66,4,11,0.09
P02743,76,8.0,0.93,4,8,0.14
P02744,9,11.3,0.37,1,10,0.3
P02745,35,11.9,0.33,7,10,0.22
P02746,65,13.2,0.95,4,12,0.07
P02747,35,13.3,0.92,3,7,0.08
P02748,23,4.1,0.64,1,10,0.13
P02749,69,7.6,0.9,0,8,0.17
P02750,73,4.4,0.96,4,8,0.37
P02751,20,7.1,0.66,6,11,0.25
P02752,17,14.6,0.42,5,1,0.05
P02753,37,7.9,0.61,2,6,0.2
P02754,57,4.4,0.86,2,8,0.23
P02755,9,3.4,0.49,6,10,0.07
P02756,63,13.4,0.96,8,13,0.14
P02757,5,7.6,0.63,1,5,0.38
P02758,18,2.8,0.35,5,6,0.33
P02759,6,6.9,0.38,9,9,0.11
P02760,24,10.4,0.52,9,5,0.2
P02761,78,2.4,0.85,7,10,0.2
P02762,29,4.2,0.31,10,13,0.17
P02763,10,5.8,0.68,0,11,0.31
P02764,7,7.0,0.34,3,5,0.1
P02765,10,3.7,0.61,1,3,0.24
P02766,9,8.6,0.43,0,8,0.1
P02767,31,14.9,0.93,8,8,0.22
P02768,36,7.1,0.36,1,13,0.31
P02769,75,14.2,0.98,3,15,0.31
P02770,24,13.2,0.48,5,12,0.07
P02771,53,12.7,0.88,9,6,0.1
P02772,43,11.1,0.88,6,9,0.35
P02773,19,14.8,0.66,9,9,0.31
P02774,11,8.6,0.63,1,0,0.18
P02775,21,3.9,0.34,2,4,0.4
P02776,54,10.5,0.88,7,0,0.38
P02777,27,2.0,0.89,8,1,0.06
P02778,6,7.2,0.46,1,0,0.2
P02779,65,2.4,0.96,6,14,0.08
P02780,87,6.2,0.94,1,4,0.1
P02781,34,14.7,0.49,9,15,0.35
P02782,39,2.4,0.31,0,10,0.36
P02783,28,3.6,0.61,8,10,0.1
P02784,28,6.7,0.85,6,0,0.31
P02785,72,14.6,0.88,2,5,0.35
P02786,80,5.9,0.92,1,9,0.25
P02787,67,13.1,0.94,4,9,0.38
P02788,24,11.9,0.36,7,11,0.07
P02789,88,8.6,0.93,3,8,0.11
P02790,71,5.1,0.93,3,9,0.27
P02791,48,13.2,0.9,0,5,0.24
P02792,5,12.4,0.53,6,14,0.09
P02793,41,3.4,0.9,7,1,0.25
P02794,39,8.9,0.53,3,6,0.27
P02795,40,10.7,0.45,3,7,0.25
P02796,5,4.9,0.61,2,9,0.13
P02797,24,2.6,0.35,10,11,0.27
P02798,22,10.1,0.3,9,1,0.05
P02799,20,6.6,0.34,6,15,0.11
P02800,28,9.7,0.9,4,15,0.38
P02801,24,10.7,0.59,2,15,0.17
P02802,38,8.7,0.62,10,7,0.15
P02803,30,10.7,0.66,3,6,0.07
P02804,20,14.9,0.44,1,12,0.07
P02805,16,6.8,0.51,9,8,0.19
P02806,34,3.3,0.55,9,15,0.19
P02807,25,8.6,0.5,2,4,0.28
P02808,19,11.4,0.49,7,6,0.25
P02809,11,3.0,0.38,3,3,0.15
P02810,43,4.4,0.96,3,7,0.29
P02811,76,2.6,0.86,8,5,0.25
P02812,5,11.9,0.63,3,11,0.23
P02813,5,13.3,0.69,0,7,0.34
P02814,34,3.8,0.56,10,11,0.28
P02815,28,2.9,0.41,6,2,0.36
P02816,10,6.9,0.49,8,0,0.36
P02817,46,4.9,0.88,6,0,0.16
P02818,26,14.0,0.92,3,12,0.16
P02819,22,13.4,0.54,0,12,0.15
P02820,23,9.2,0.31,3,9,0.14
P02821,14,7.1,0.55,0,0,0.18
P02822,17,13.6,0.49,7,10,0.29
P02823,79,12.4,0.86,9,6,0.39
P02824,45,13.5,0.86,3,2,0.08
P02825,30,14.0,0.53,8,7,0.25
P02826,24,4.7,0.31,9,0,0.16
P02827,65,6.7,0.97,4,8,0.39
P02828,40,14.5,0.35,8,8,0.07
P02829,19,2.8,0.43,6,1,0.14
P02830,10,12.6,0.5,4,13,0.35
P02831,38,14.7,0.86,6,10,0.39
P02832,35,8.5,0.5,1,4,0.23
P02833,11,14.3,0.67,8,12,0.3
P02834,13,11.2,0.67,7,7,0.21
P02835,59,4.8,0.96,4,5,0.38
P02836,21,11.1,0.41,6,11,0.26
P02837,18,10.0,0.42,10,12,0.33
P02838,21,3.8,0.67,3,6,0.22
P02839,30,7.6,0.43,2,12,0.26
P02840,10,11.5,0.4,6,4,0.2
P02841,11,6.9,0.35,9,13,0.07
P02842,13,3.9,0.42,4,10,0.19
P02843,40,6.7,0.97,9,11,0.38
P02844,27,12.2,0.96,7,5,0.06
P02845,43,7.7,0.88,10,8,0.07
P02846,17,12.2,0.42,6,9,0.37
P02847,43,8.6,0.97,9,5,0.34
P02848,43,11.7,0.88,5,14,0.21
P02849,34,5.9,0.9,2,8,0.34
P02850,8,10.5,0.41,6,11,0.38
P02851,49,13.1,0.95,0,4,0.26
P02852,70,5.3,0.89,10,5,0.26
P02853,39,14.2,0.92,6,7,0.28
P02854,13,12.4,0.37,3,9,0.09
P02855,72,10.1,0.93,2,3,0.22
P02856,27,2.5,0.63,10,6,0.33
P02857,6,8.6,0.42,8,13,0.16
P02858,12,14.7,0.46,3,13,0.12
P02859,66,4.2,0.96,6,7,0.22
P02860,85,5.4,0.93,5,3,0.32
P02861,40,12.5,0.7,2,11,0.34
P02862,6,7.5,0.67,2,8,0.11
P02863,37,12.4,0.62,0,12,0.23
P02864,22,13.3,0.41,0,4,0.06
P02865,30,5.5,0.45,3,2,0.2
P02866,60,9.0,0.85,2,6,0.36
P02867,85,14.0,0.86,10,6,0.33
P02868,23,9.8,0.9,4,3,0.06
P02869,37,7.6,0.93,5,4,0.1
P02870,25,10.2,0.38,8,6,0.28
P02871,45,10.8,0.88,5,14,0.26
P02872,10,2.3,0.51,0,15,0.33
P02873,29,5.2,0.52,6,7,0.3
P02874,87,9.5,0.97,0,11,0.28
P02875,58,5.6,0.87,8,4,0.37
P02876,27,13.8,0.96,5,15,0.24
P02877,55,9.2,0.87,8,10,0.21
P02878,34,8.7,0.43,9,0,0.22
P02879,54,11.4,0.86,6,0,0.21
P02880,20,10.0,0.52,6,10,0.3
P02881,39,6.3,0.63,0,1,0.27
P02882,22,13.2,0.55,1,11,0.39
P02883,11,3.2,0.61,0,5,0.35
P02884,64,2.8,0.95,1,7,0.17
P02885,22,7.8,0.36,9,10,0.34
P02886,22,7.6,0.89,0,12,0.19
P02887,31,10.5,0.32,8,15,0.21
P02888,21,5.3,0.34,0,14,0.37
P02889,21,12.7,0.49,1,6,0.09
P02890,41,8.7,0.97,4,0,0.16
P02891,66,4.6,0.91,1,12,0.35
P02892,26,9.2,0.42,3,10,0.07
P02893,6,6.7,0.35,2,11,0.23
P02894,41,2.9,0.96,8,5,0.06
P02895,28,4.7,0.36,10,10,0.27
P02896,40,10.9,0.37,1,7,0.21
P02897,13,13.1,0.49,6,14,0.13
P02898,12,8.8,0.43,6,8,0.39
P02899,22,8.3,0.33,7,14,0.34
P02900,90,10.3,0.98,10,6,0.35
P02901,45,3.1,0.94,1,4,0.2
P02902,20,10.2,0.3,2,2,0.17
P02903,6,14.3,0.65,10,13,0.11
P02904,10,4.1,0.33,8,4,0.26
P02905,83,11.2,0.89,0,5,0.25
P02906,76,10.4,0.92,6,1,0.25
P02907,66,11.5,0.95,1,12,0.27
P02908,7,2.6,0.67,1,13,0.19
P02909,6,2.2,0.41,9,14,0.06
P02910,40,5.7,0.61,0,1,0.3
P02911,15,9.7,0.68,5,11,0.12
P02912,19,10.6,0.62,2,6,0.28
P02913,15,10.9,0.62,3,5,0.19
P02914,58,12.5,0.91,3,7,0.35
P02915,11,9.8,0.31,1,0,0.38
P02916,88,14.4,0.93,3,15,0.39
P02917,21,13.0,0.62,3,10,0.29
P02918,32,3.4,0.54,2,0,0.15
P02919,32,12.2,0.87,0,6,0.17
P02920,21,12.1,0.86,6,7,0.11
P02921,57,10.3,0.93,5,4,0.15
P02922,39,11.4,0.88,10,12,0.15
P02923,29,9.9,0.63,4,14,0.33
P02924,5,3.8,0.56,9,13,0.15
P02925,53,12.5,0.97,1,5,0.3
P02926,23,7.5,0.42,2,6,0.36
P02927,12,13.9,0.37,7,9,0.2
P02928,52,9.0,0.9,6,6,0.05
P02929,30,6.2,0.58,4,12,0.35
P02930,69,13.8,0.96,10,13,0.36
P02931,27,5.2,0.57,5,9,0.31
P02932,20,9.9,0.69,9,8,0.35
P02933,78,11.6,0.88,6,12,0.36
P02934,29,14.6,0.93,3,9,0.25
P02935,39,7.8,0.94,0,9,0.17
P02936,11,7.9,0.68,10,7,0.39
P02937,26,8.2,0.38,8,14,0.17
P02938,20,3.9,0.54,5,11,0.25
P02939,19,2.0,0.44,5,15,0.33
P02940,38,14.8,0.47,10,11,0.11
P02941,65,14.7,0.86,7,0,0.34
P02942,20,8.0,0.31,6,5,0.37
P02943,66,9.7,0.92,3,12,0.33
P02944,31,5.7,0.93,2,0,0.27
P02945,36,5.6,0.38,6,7,0.16
P02946,38,12.2,0.9,7,13,0.13
P02947,75,9.4,0.97,0,2,0.26
P02948,24,5.3,0.5,7,15,0.36
P02949,25,9.6,0.6,3,14,0.29
P02950,42,11.6,0.87,0,9,0.35
P02951,32,6.6,0.5,3,10,0.32
P02952,27,11.7,0.53,3,7,0.12
P02953,27,5.5,0.4,3,13,0.17
P02954,32,13.5,0.57,10,0,0.33
P02955,6,13.6,0.49,3,5,0.21
P02956,38,7.0,0.9,2,10,0.19
P02957,10,4.6,0.52,10,2,0.39
P02958,50,3.8,0.97,4,11,0.37
P02959,44,2.9,0.93,4,3,0.38
P02960,35,14.9,0.97,10,12,0.14
P02961,76,3.5,0.93,7,8,0.36
P02962,32,5.4,0.87,5,2,0.39
P02963,37,9.2,0.98,6,2,0.13
P02964,27,4.8,0.53,1,9,0.36
P02965,36,3.2,0.36,2,3,0.28
P02966,28,9.6,0.54,3,1,0.12
P02967,48,12.1,0.93,2,5,0.3
P02968,81,14.7,0.92,9,8,0.15
P02969,76,11.7,0.95,7,4,0.3
P02970,63,6.7,0.91,9,4,0.35
P02971,40,3.4,0.91,3,6,0.31
P02972,46,14.2,0.88,9,0,0.39
P02973,22,6.0,0.56,8,13,0.14
P02974,19,8.2,0.62,9,12,0.14
P02975,43,9.7,0.94,7,15,0.21
P02976,50,8.3,0.93,9,14,0.27
P02977,37,7.3,0.69,8,2,0.34
P02978,76,2.8,0.94,7,4,0.26
P02979,27,7.3,0.5,5,14,0.27
P02980,64,3.1,0.9,5,10,0.11
P02981,34,3.6,0.54,0,1,0.33
P02982,24,10.0,0.88,0,15,0.28
P02983,54,6.3,0.86,8,12,0.27
P02984,20,3.9,0.36,4,2,0.27
P02985,86,9.7,0.88,8,9,0.1
P02986,35,9.4,0.89,5,13,0.14
P02987,35,2.9,0.93,5,5,0.21
P02988,11,7.1,0.34,8,3,0.17
P02989,65,4.6,0.96,0,15,0.21
P02990,15,10.9,0.58,10,1,0.26
P02991,24,6.3,0.49,10,1,0.4
P02992,14,8.2,0.52,6,11,0.17
P02993,59,14.5,0.86,9,5,0.27
P02994,86,7.3,0.92,3,2,0.15
P02995,74,7.6,0.91,2,0,0.22
P02996,29,14.1,0.85,10,15,0.2
P02997,36,7.4,0.61,3,10,0.15
P02998,55,10.5,0.96,6,9,0.34
P02999,34,15.0,0.98,2,9,0.35
P03000,35,12.6,0.66,2,13,0.33
P03001,25,8.1,0.33,8,12,0.21
P03002,34,8.8,0.97,2,7,0.18
P03003,14,9.7,0.68,0,0,0.22
P03004,7,13.2,0.58,3,15,0.31
P03005,35,5.3,0.53,9,5,0.27
P03006,31,6.7,0.42,4,13,0.2
P03007,37,6.9,0.43,0,9,0.39
P03008,71,2.1,0.94,9,3,0.31
P03009,76,10.2,0.89,9,6,0.07
P03010,12,13.4,0.44,5,13,0.17
P03011,17,10.4,0.45,1,0,0.37
P03012,21,14.3,0.94,5,6,0.39
P03013,8,10.3,0.33,6,4,0.31
P03014,23,8.6,0.97,4,5,0.32
P03015,22,3.1,0.5,8,11,0.21
P03016,7,6.8,0.5,3,4,0.28
P03017,56,10.0,0.86,0,12,0.07
P03018,5,14.9,0.53,3,5,0.05
P03019,31,10.6,0.55,10,15,0.18
P03020,76,10.4,0.92,7,15,0.15
P03021,16,12.1,0.34,2,9,0.11
P03022,30,14.0,0.42,10,9,0.15
P03023,28,3.1,0.56,9,6,0.29
P03024,63,11.5,0.94,5,15,0.21
P03025,38,5.7,0.39,2,13,0.05
P03026,59,5.3,0.89,7,1,0.12
P03027,34,14.8,0.96,2,3,0.07
P03028,39,4.8,0.42,2,4,0.36
P03029,39,9.4,0.54,5,5,0.29
P03030,23,4.3,0.41,4,5,0.25
P03031,28,12.5,0.85,4,12,0.07
P03032,25,12.0,0.46,8,1,0.15
P03033,16,2.6,0.39,2,15,0.06
P03034,33,7.0,0.4,4,14,0.16
P03035,37,3.1,0.87,3,9,0.09
P03036,36,2.6,0.88,2,3,0.27
P03037,77,13.6,0.85,6,11,0.14
P03038,10,3.8,0.39,10,2,0.12
P03039,32,14.2,0.68,0,4,0.36
P03040,59,3.4,0.9,2,0,0.17
P03041,10,11.9,0.69,1,13,0.12
P03042,88,8.1,0.92,10,5,0.09
P03043,22,7.9,0.5,3,3,0.18
P03044,35,2.9,0.9,2,0,0.37
P03045,25,2.3,0.89,1,7,0.09
P03046,8,6.3,0.5,8,15,0.05
P03047,53,8.2,0.91,8,10,0.34
P03048,73,5.7,0.85,3,0,0.23
P03049,90,12.2,0.9,3,1,0.28
P03050,30,6.8,0.31,8,14,0.32
P03051,33,9.6,0.92,0,14,0.35
P03052,21,2.8,0.61,10,11,0.11
P03053,30,5.5,0.41,8,15,0.05
P03054,24,11.1,0.91,10,12,0.31
P03055,7,12.5,0.56,2,0,0.39
P03056,12,13.9,0.39,7,4,0.14
P03057,24,8.4,0.94,7,13,0.35
P03058,16,14.0,0.51,2,1,0.23
P03059,87,7.3,0.93,1,1,0.35
P03060,85,7.5,0.86,2,2,0.37
P03061,33,13.3,0.5,6,3,0.18
P03062,21,13.3,0.88,9,13,0.31
P03063,13,6.0,0.4,6,13,0.17
P03064,40,5.2,0.42,10,11,0.39
P03065,68,7.8,0.87,9,5,0.29
P03066,83,12.6,0.88,7,5,0.33
P03067,22,10.0,0.49,2,1,0.15
P03068,6,5.3,0.32,3,12,0.06
P03069,21,4.5,0.69,10,2,0.29
P03070,79,4.8,0.92,1,8,0.23
P03071,33,8.8,0.42,5,2,0.1
P03072,38,4.5,0.62,8,2,0.31
P03073,30,4.8,0.52,4,3,0.16
P03074,72,8.9,0.97,6,5,0.33
P03075,71,13.9,0.88,1,7,0.29
P03076,33,3.3,0.32,10,5,0.14
P03077,36,11.5,0.54,3,11,0.31
P03078,39,3.9,0.58,10,2,0.24
P03079,38,6.3,0.91,4,7,0.24
P03080,32,12.5,0.95,7,12,0.1
P03081,39,5.9,0.52,8,13,0.35
P03082,20,3.7,0.62,2,12,0.35
P03083,31,3.4,0.66,7,8,0.3
P03084,84,9.7,0.89,5,9,0.24
P03085,62,8.4,0.91,4,11,0.17
P03086,18,3.4,0.51,9,5,0.06
P03087,31,14.7,0.59,0,6,0.39
P03088,62,13.3,0.87,8,12,0.17
P03089,6,10.2,0.56,4,15,0.15
P03090,43,5.5,0.95,8,12,0.18
P03091,32,12.8,0.34,4,9,0.12
P03092,40,7.2,0.62,3,6,0.13
P03093,9,5.2,0.4,8,10,0.13
P03094,56,4.3,0.95,5,1,0.12
P03095,25,7.6,0.39,4,15,0.17
P03096,22,5.9,0.39,4,6,0.33
P03097,18,13.0,0.56,9,6,0.16
P03098,9,14.4,0.67,3,11,0.35
P03099,23,6.8,0.57,1,6,0.3
P03100,21,2.1,0.59,6,6,0.16
P03101,53,12.6,0.98,3,12,0.2
P03102,73,5.9,0.89,8,9,0.38
P03103,7,8.7,0.52,2,14,0.29
P03104,14,13.8,0.61,7,8,0.07
P03105,21,14.3,0.32,0,12,0.19
P03106,44,12.0,0.95,9,3,0.09
P03107,28,7.4,0.51,3,5,0.26
P03108,24,14.4,0.7,3,8,0.21
P03109,27,11.6,0.49,8,1,0.32
P03110,34,10.3,0.88,9,15,0.38
P03111,61,8.2,0.92,3,15,0.17
P03112,36,5.3,0.53,6,3,0.11
P03113,32,5.4,0.4,10,10,0.37
P03114,24,5.6,0.9,8,6,0.08
P03115,36,4.4,0.41,7,10,0.32
P03116,9,7.0,0.42,9,8,0.25
P03117,9,2.2,0.7,5,0,0.08
P03118,20,6.7,0.41,0,14,0.1
P03119,23,11.8,0.94,9,1,0.38
P03120,26,13.6,0.36,9,6,0.18
P03121,36,5.3,0.53,2,15,0.12
P03122,13,13.3,0.64,5,8,0.22
P03123,36,12.4,0.96,2,5,0.07
P03124,22,12.7,0.85,7,15,0.13
P03125,39,10.2,0.51,3,13,0.15
P03126,36,7.5,0.57,0,4,0.17
P03127,21,13.8,0.49,9,1,0.29
P03128,39,11.1,0.57,4,10,0.19
P03129,19,7.2,0.66,6,2,0.35
P03130,8,4.0,0.35,6,15,0.36
P03131,10,3.3,0.65,2,0,0.33
P03132,32,6.0,0.57,0,13,0.39
P03133,21,12.9,0.32,0,12,0.06
P03134,50,15.0,0.87,7,13,0.05
P03135,27,14.3,0.89,10,5,0.32
P03136,55,5.0,0.87,3,6,0.34
P03137,63,13.9,0.95,0,2,0.31
P03138,20,8.0,0.92,4,8,0.34
P03139,19,11.8,0.54,4,11,0.13
P03140,40,4.1,0.97,10,10,0.17
P03141,38,14.4,0.41,1,8,0.33
P03142,31,2.3,0.87,7,13,0.36
P03143,39,5.9,0.57,10,13,0.34
P03144,9,3.6,0.44,2,12,0.1
P03145,11,8.8,0.51,0,4,0.37
P03146,40,2.7,0.63,5,1,0.32
P03147,25,4.0,0.48,7,11,0.35
P03148,30,6.8,0.45,3,15,0.15
P03149,29,2.5,0.96,8,3,0.34
P03150,32,9.9,0.5,8,15,0.22
P03151,18,3.2,0.5,1,4,0.17
P03152,29,14.3,0.52,8,12,0.18
P03153,33,7.5,0.45,3,13,0.25
P03154,36,2.6,0.48,2,9,0.36
P03155,29,4.2,0.98,8,3,0.15
P03156,7,5.5,0.4,3,5,0.06
P03157,38,4.2,0.48,0,13,0.21
P03158,24,11.7,0.4,3,4,0.16
P03159,49,12.4,0.94,4,13,0.13
P03160,25,10.9,0.5,2,3,0.32
P03161,23,2.4,0.57,7,5,0.12
P03162,52,8.2,0.86,5,12,0.22
